Order_505	accession	percentage_actg	PubmedID	Country	CountryCleaned	VirusType	SamplingDate	CountryCode	Continent	Country_regions	M49_code	Host	Host2	GenomeLength	SamplingDate_formatted	SamplingYear	Country_formatted	fasta_id	In_dataset437	Order_437	rhierbaps_level1_505	rhierbaps_level2_505	rhierbaps_level1_437	rhierbaps_level2_437	accession	NAMING_PROPOSAL
211	KU365777	99.99	NA	Brazil	Brazil	Asian	21/07/2015	BR	SA	South America	76	Human	Homo_sapiens	10662	2015-07-21	2015	Brazil	KU365777_Brazil_2015-07-21	yes	9	1	1	1	2	KU365777	ZB.2.0
212	KU365778	99.99	NA	Brazil	Brazil	Asian	23/07/2015	BR	SA	South America	76	Human	Homo_sapiens	10727	2015-07-23	2015	Brazil	KU365778_Brazil_2015-07-23	yes	10	1	1	1	2	KU365778	ZB.2.0
213	KU365779	99.99	NA	Brazil	Brazil	Asian	02/09/2015	BR	SA	South America	76	Human	Homo_sapiens	10662	2015-09-02	2015	Brazil	KU365779_Brazil_2015-09-02	yes	11	1	1	1	2	KU365779	ZB.2.0
214	KU365780	99.99	NA	Brazil	Brazil	Asian	18/05/2015	BR	SA	South America	76	Human	Homo_sapiens	10662	2015-05-18	2015	Brazil	KU365780_Brazil_2015-05-18	yes	12	1	1	1	2	KU365780	ZB.2.0
215	KU497555	99.99	26897108	Brazil	Brazil	Asian	30/11/2015	BR	SA	South America	76	Human	Homo_sapiens	10793	2015-11-30	2015	Brazil	KU497555_Brazil_2015-11-30	yes	13	1	1	1	2	KU497555	ZB.2.0
216	KU501216	99.99	27088323	Guatemala	Guatemala	Asian	01/12/2015	GT	NAM	Central America	320	Human	Homo_sapiens	10272	2015-12-01	2015	Guatemala	KU501216_Guatemala_2015-12-01	yes	14	1	1	1	1	KU501216	ZB.2.1
217	KU501217	99.99	27088323	Guatemala	Guatemala	Asian	01/11/2015	GT	NAM	Central America	320	Human	Homo_sapiens	10272	2015-11-01	2015	Guatemala	KU501217_Guatemala_2015-11-01	yes	15	1	1	1	1	KU501217	ZB.2.1
218	KU509998	99.99	27111294	Haiti	Haiti	Asian	12/12/2014	HT	NAM	Caribbean	332	Human	Homo_sapiens	10807	2014-12-12	2014	Haiti	KU509998_Haiti_2014-12-12	yes	16	1	1	1	2	KU509998	ZB.2.0
219	KU527068	99.99	26862926	Brazil:_Rio_Grande_do_Norte_Natal	Brazil	Asian	15/10/2015	BR	SA	South America	76	Human	Homo_sapiens	10808	2015-10-15	2015	Brazil	KU527068_Brazil_2015-10-15	yes	17	1	1	1	2	KU527068	ZB.2.0
220	KU647676	99.99	27274849	Martinique	Martinique	Asian	15/12/2015	MQ	NAM	Caribbean	474	Human	Homo_sapiens	10617	2015-12-15	2015	Martinique	KU647676_Martinique_2015-12-15	yes	18	1	1	1	2	KU647676	ZB.2.0
221	KU681081	99.99	27174274	Thailand	Thailand	Asian	19/07/2014	TH	AS	South-Eastern Asia	764	Human	Homo_sapiens	10807	2014-07-19	2014	Thailand	KU681081_Thailand_2014-07-19	yes	19	2	4	4	8	KU681081	ZB.1.1
222	KU681082	99.99	27174274	Philippines	Philippines	Asian	09/05/2012	PH	AS	South-Eastern Asia	608	Human	Homo_sapiens	10807	2012-05-09	2012	Philippines	KU681082_Philippines_2012-05-09	yes	20	2	5	4	9	KU681082	ZB.1.1
223	KU707826	99.99	27071531	Brazil	Brazil	Asian	01/07/2015	BR	SA	South America	76	Human	Homo_sapiens	10648	2015-07-01	2015	Brazil	KU707826_Brazil_2015-07-01	yes	21	1	1	1	2	KU707826	ZB.2.0
224	KU729217	99.99	27013429	Brazil	Brazil	Asian	18/11/2015	BR	SA	South America	76	Human	Homo_sapiens	10645	2015-11-18	2015	Brazil	KU729217_Brazil_2015-11-18	yes	22	1	1	1	2	KU729217	ZB.2.0
225	KU729218	99.99	27013429	Brazil	Brazil	Asian	02/06/2015	BR	SA	South America	76	Human	Homo_sapiens	10729	2015-06-02	2015	Brazil	KU729218_Brazil_2015-06-02	yes	23	1	1	1	2	KU729218	ZB.2.0
226	KU744693	99.99	27103718	Venezuela	Venezuela	Asian	06/02/2016	VE	SA	South America	862	Human	Homo_sapiens	10676	2016-02-06	2016	Venezuela	KU744693_Venezuela_2016-02-06	no		1	1			KU744693	ZB.2.0
227	KU758877	99.99	NA	French_Guiana	French Guiana	Asian	2015-12	GF	SA	South America	254	Human	Homo_sapiens	10364	2015-12	2015	FrenchGuiana	KU758877_FrenchGuiana_2015-12	yes	24	1	1	1	2	KU758877	ZB.2.0
228	KU761561	99.99	29718403	Samoa	Samoa	Asian	2016-02	WS	OC	Polynesia	882	Human	Homo_sapiens	10635	2016-02	2016	Samoa	KU761561_Samoa_2016-02	yes	25	1	1	1	2	KU761561	ZB.2.0
229	KU820897	99.99	27654889	Colombia:_Barranquilla	Colombia	Asian	2015-12	CO	SA	South America	170	Human	Homo_sapiens	10807	2015-12	2015	Colombia	KU820897_Colombia_2015-12	yes	26	1	1	1	2	KU820897	ZB.2.0
230	KU820898	99.99	NA	Venezuela	Venezuela	Asian	14/02/2016	VE	SA	South America	862	Human	Homo_sapiens	10272	2016-02-14	2016	Venezuela	KU820898_Venezuela_2016-02-14	yes	27	1	1	1	2	KU820898	ZB.2.0
231	KU820899	99.99	NA	Samoa	Samoa	Asian	17/02/2016	WS	OC	Polynesia	882	Human	Homo_sapiens	10805	2016-02-17	2016	Samoa	KU820899_Samoa_2016-02-17	yes	28	1	1	1	2	KU820899	ZB.2.0
232	KU870645	99.99	27028667	Guatemala	Guatemala	Asian	02/02/2016	GT	NAM	Central America	320	Human	Homo_sapiens	10798	2016-02-02	2016	Guatemala	KU870645_Guatemala_2016-02-02	yes	30	1	1	1	1	KU870645	ZB.2.1
233	KU922923	99.99	27491989	Mexico:_Chiapas	Mexico	Asian	25/02/2016	MX	NAM	Central America	484	Human	Homo_sapiens	10617	2016-02-25	2016	Mexico	KU922923_Mexico_2016-02-25	yes	31	1	1	1	2	KU922923	ZB.2.0
234	KU922960	99.99	27491989	Mexico:_Chiapas	Mexico	Asian	25/02/2016	MX	NAM	Central America	484	Human	Homo_sapiens	10617	2016-02-25	2016	Mexico	KU922960_Mexico_2016-02-25	yes	32	1	1	1	2	KU922960	ZB.2.0
235	KU926309	99.99	27341420	Brazil_Rio_de_Janeiro	Brazil	Asian	14/01/2016	BR	SA	South America	76	Human	Homo_sapiens	10807	2016-01-14	2016	Brazil	KU926309_Brazil_2016-01-14	yes	33	1	1	1	2	KU926309	ZB.2.0
236	KU937936	99.99	NA	Suriname	Suriname	Asian	11/02/2016	SR	SA	South America	740	Human	Homo_sapiens	10542	2016-02-11	2016	Suriname	KU937936_Suriname_2016-02-11	yes	34	1	1	1	2	KU937936	ZB.2.0
237	KU940228	99.99	27448188	Brazil_Salvador	Brazil	Asian	01/07/2015	BR	SA	South America	76	Human	Homo_sapiens	10676	2015-07-01	2015	Brazil	KU940228_Brazil_2015-07-01	yes	37	1	1	1	2	KU940228	ZB.2.0
238	KU955590	99.99	NA	Venezuela	Venezuela	Asian	26/02/2016	VE	SA	South America	862	Human	Homo_sapiens	10569	2016-02-26	2016	Venezuela	KU955590_Venezuela_2016-02-26	yes	38	1	1	1	2	KU955590	ZB.2.0
239	KU955592	99.99	27174284	Senegal_Dakar	Senegal Dakar	African	06/12/1984	SN	AF	Western Africa	686	Mosquito	Aedes_taylori	10806	1984-12-06	1984	SenegalDakar	KU955592_SenegalDakar_1984-12-06	no		3	7			KU955592	ZA.1.2
240	KU955593	99.99	27174284	Cambodia	Cambodia	Asian	2010	KH	AS	South-Eastern Asia	116	Human	Homo_sapiens	10807	2010	2010	Cambodia	KU955593_Cambodia_2010	yes	39	2	4	4	7	KU955593	ZB.1.1
241	KU955595	99.99	27174284	Senegal_Dakar	Senegal Dakar	African	14/12/1984	SN	AF	Western Africa	686	Mosquito	Aedes_taylori	10806	1984-12-14	1984	SenegalDakar	KU955595_SenegalDakar_1984-12-14	no		3	7			KU955595	ZA.1.2
242	KU963796	99.99	NA	Samoa	Samoa	Asian	19/02/2016	WS	OC	Polynesia	882	Human	Homo_sapiens	10709	2016-02-19	2016	Samoa	KU963796_Samoa_2016-02-19	yes	40	1	1	1	2	KU963796	ZB.2.0
243	KU991811	99.99	NA	Brazil_Rio_de_Janeiro	Brazil	Asian	06/03/2016	BR	SA	South America	76	Human	Homo_sapiens	10643	2016-03-06	2016	Brazil	KU991811_Brazil_2016-03-06	yes	41	1	1	1	2	KU991811	ZB.2.0
244	KU997667	99.99	29718403	Samoa	Samoa	Asian	16/02/2016	WS	OC	Polynesia	882	Human	Homo_sapiens	10718	2016-02-16	2016	Samoa	KU997667_Samoa_2016-02-16	yes	42	1	1	1	2	KU997667	ZB.2.0
245	KX013000	99.99	29718403	Samoa	Samoa	Asian	17/02/2016	WS	OC	Polynesia	882	Human	Homo_sapiens	10635	2016-02-17	2016	Samoa	KX013000_Samoa_2016-02-17	yes	43	1	1	1	2	KX013000	ZB.2.0
246	KX051560	99.99	NA	Thailand	Thailand	Asian	09/07/2013	TH	AS	South-Eastern Asia	764	Human	Homo_sapiens	10795	2013-07-09	2013	Thailand	KX051560_Thailand_2013-07-09	yes	44	2	4	4	8	KX051560	ZB.1.1
247	KX051563	99.99	27694479	Haiti	Haiti	Asian	05/02/2016	HT	NAM	Caribbean	332	Human	Homo_sapiens	10807	2016-02-05	2016	Haiti	KX051563_Haiti_2016-02-05	yes	47	1	1	1	2	KX051563	ZB.2.0
248	KX056898	99.99	NA	Venezuela	Venezuela	Asian	25/02/2016	VE	SA	South America	862	Human	Homo_sapiens	10272	2016-02-25	2016	Venezuela	KX056898_Venezuela_2016-02-25	yes	48	1	1	1	2	KX056898	ZB.2.0
249	KX156774	99.99	NA	Panama	Panama	Asian	18/12/2015	PA	NAM	Central America	591	Human	Homo_sapiens	10771	2015-12-18	2015	Panama	KX156774_Panama_2015-12-18	yes	52	1	1	1	2	KX156774	ZB.2.0
250	KX156775	99.99	NA	Panama	Panama	Asian	11/12/2015	PA	NAM	Central America	591	Human	Homo_sapiens	10755	2015-12-11	2015	Panama	KX156775_Panama_2015-12-11	yes	53	1	1	1	2	KX156775	ZB.2.0
251	KX156776	99.99	NA	Panama	Panama	Asian	18/12/2015	PA	NAM	Central America	591	Human	Homo_sapiens	10756	2015-12-18	2015	Panama	KX156776_Panama_2015-12-18	yes	54	1	1	1	2	KX156776	ZB.2.0
252	KX197205	99.99	NA	Brazil:_Rio_de_Janeiro	Brazil	Asian	01/12/2015	BR	SA	South America	76	Human	Homo_sapiens	10864	2015-12-01	2015	Brazil	KX197205_Brazil_2015-12-01	yes	55	1	1	1	2	KX197205	ZB.2.0
253	KX198135	99.99	NA	Panama	Panama	Asian	2016	PA	NAM	Central America	591	Human	Homo_sapiens	10778	2016	2016	Panama	KX198135_Panama_2016	yes	56	1	1	1	2	KX198135	ZB.2.0
254	KX247646	99.99	NA	Colombia	Colombia	Asian	09/02/2016	CO	SA	South America	170	Human	Homo_sapiens	10808	2016-02-09	2016	Colombia	KX247646_Colombia_2016-02-09	yes	57	1	1	1	2	KX247646	ZB.2.0
255	KX262887	99.99	NA	Honduras	Honduras	Asian	06/01/2016	HN	NAM	Central America	340	Human	Homo_sapiens	10806	2016-01-06	2016	Honduras	KX262887_Honduras_2016-01-06	yes	58	1	1	1	1	KX262887	ZB.2.1
256	KX280026	99.99	27555311	Brazil	Brazil	Asian	18/05/2015	BR	SA	South America	76	Human	Homo_sapiens	10807	2015-05-18	2015	Brazil	KX280026_Brazil_2015-05-18	yes	60	1	1	1	2	KX280026	ZB.2.0
257	KX369547	99.99	27587826	French_Polynesia	French Polynesia	Asian	25/10/2013	PF	OC	Polynesia	258	Human	Homo_sapiens	10769	2013-10-25	2013	FrenchPolynesia	KX369547_FrenchPolynesia_2013-10-25	yes	61	1	1	1	2	KX369547	ZB.2.0
258	KX377336	99.99	27540058	Malaysia	Malaysia	Asian	14/07/1966	MY	AS	South-Eastern Asia	458	Mosquito	Aedes_aegypti_(mosquito)	10807	1966-07-14	1966	Malaysia	KX377336_Malaysia_1966-07-14	yes	62	2	3	3	6	KX377336	ZB.1.0
259	KX377337	99.99	27540058	Puerto_Rico	Puerto Rico	Asian	01/12/2015	PR	NAM	Caribbean	630	Human	Homo_sapiens	10807	2015-12-01	2015	PuertoRico	KX377337_PuertoRico_2015-12-01	yes	63	1	1	1	2	KX377337	ZB.2.0
260	KX421194	99.99	27443522	Nicaragua	Nicaragua	Asian	13/01/2016	NI	NAM	Central America	558	Human	Homo_sapiens	10580	2016-01-13	2016	Nicaragua	KX421194_Nicaragua_2016-01-13	yes	64	1	1	1	1	KX421194	ZB.2.1
261	KX421195	99.99	27443522	Nicaragua	Nicaragua	Asian	19/01/2016	NI	NAM	Central America	558	Human	Homo_sapiens	10643	2016-01-19	2016	Nicaragua	KX421195_Nicaragua_2016-01-19	yes	65	1	1	1	1	KX421195	ZB.2.1
262	KX446950	99.99	NA	Mexico:_Chiapas	Mexico	Asian	01/01/2016	MX	NAM	Central America	484	Mosquito	Aedes_aegypti	10796	2016-01-01	2016	Mexico	KX446950_Mexico_2016-01-01	yes	66	1	1	1	1	KX446950	ZB.2.1
263	KX446951	99.99	NA	Mexico:_Chiapas	Mexico	Asian	01/01/2016	MX	NAM	Central America	484	Mosquito	Aedes_aegypti	10790	2016-01-01	2016	Mexico	KX446951_Mexico_2016-01-01	yes	67	1	1	1	1	KX446951	ZB.2.1
264	KX447509	99.99	27729507	French_Polynesia	French Polynesia	Asian	2013-12	PF	OC	Polynesia	258	Human	Homo_sapiens	10587	2013-12	2013	FrenchPolynesia	KX447509_FrenchPolynesia_2013-12	yes	68	1	1	1	2	KX447509	ZB.2.0
265	KX447510	99.99	27729507	French_Polynesia	French Polynesia	Asian	2013-12	PF	OC	Polynesia	258	Human	Homo_sapiens	10588	2013-12	2013	FrenchPolynesia	KX447510_FrenchPolynesia_2013-12	yes	69	1	1	1	2	KX447510	ZB.2.0
266	KX447511	99.99	27729507	French_Polynesia	French Polynesia	Asian	2014-01	PF	OC	Polynesia	258	Human	Homo_sapiens	10585	2014-01	2014	FrenchPolynesia	KX447511_FrenchPolynesia_2014-01	yes	70	1	1	1	2	KX447511	ZB.2.0
267	KX447512	99.99	27729507	French_Polynesia	French Polynesia	Asian	2013-12	PF	OC	Polynesia	258	Human	Homo_sapiens	10586	2013-12	2013	FrenchPolynesia	KX447512_FrenchPolynesia_2013-12	yes	71	1	1	1	2	KX447512	ZB.2.0
268	KX447513	99.99	27729507	French_Polynesia	French Polynesia	Asian	2013-12	PF	OC	Polynesia	258	Human	Homo_sapiens	10634	2013-12	2013	FrenchPolynesia	KX447513_FrenchPolynesia_2013-12	yes	72	1	1	1	2	KX447513	ZB.2.0
269	KX447514	99.99	27729507	French_Polynesia	French Polynesia	Asian	2014-01	PF	OC	Polynesia	258	Human	Homo_sapiens	10588	2014-01	2014	FrenchPolynesia	KX447514_FrenchPolynesia_2014-01	yes	73	1	1	1	2	KX447514	ZB.2.0
270	KX447515	99.99	27729507	French_Polynesia	French Polynesia	Asian	2013-11	PF	OC	Polynesia	258	Human	Homo_sapiens	10588	2013-11	2013	FrenchPolynesia	KX447515_FrenchPolynesia_2013-11	yes	74	1	1	1	2	KX447515	ZB.2.0
271	KX447516	99.99	27729507	French_Polynesia	French Polynesia	Asian	2014-01	PF	OC	Polynesia	258	Human	Homo_sapiens	10654	2014-01	2014	FrenchPolynesia	KX447516_FrenchPolynesia_2014-01	yes	75	1	1	1	2	KX447516	ZB.2.0
272	KX447517	99.99	27729507	French_Polynesia	French Polynesia	Asian	2014-01	PF	OC	Polynesia	258	Human	Homo_sapiens	10654	2014-01	2014	FrenchPolynesia	KX447517_FrenchPolynesia_2014-01	yes	76	1	1	1	2	KX447517	ZB.2.0
273	KX520666	99.99	NA	Brazil:_Salvadore_Bahia	Brazil	Asian	2015-08	BR	SA	South America	76	Human	Homo_sapiens;_female	10538	2015-08	2015	Brazil	KX520666_Brazil_2015-08	yes	77	1	1	1	2	KX520666	ZB.2.0
274	KX548902	99.99	NA	Colombia	Colombia	Asian	07/10/2015	CO	SA	South America	170	Human	Homo_sapiens	10615	2015-10-07	2015	Colombia	KX548902_Colombia_2015-10-07	yes	78	1	1	1	2	KX548902	ZB.2.0
275	KX601166	99.99	NA	Senegal:_Kedougou	Senegal	African	17/11/1984	SN	AF	Western Africa	686	Mosquito	Aedes_africanus	10771	1984-11-17	1984	Senegal	KX601166_Senegal_1984-11-17	no		3	7			KX601166	ZA.1.2
276	KX673530	99.99	28450510	Guadeloupe	Guadeloupe	Asian	21/04/2016	GP	NAM	Caribbean	312	Human	Homo_sapiens	10689	2016-04-21	2016	Guadeloupe	KX673530_Guadeloupe_2016-04-21	yes	79	1	2	2	5	KX673530	ZB.2.2
277	KX694532	99.99	NA	Thailand	Thailand	Asian	12/02/2013	TH	AS	South-Eastern Asia	764	Human	Homo_sapiens;_female	10776	2013-02-12	2013	Thailand	KX694532_Thailand_2013-02-12	yes	80	2	4	4	8	KX694532	ZB.1.1
278	KX702400	99.99	28450510	Venezuela:_Barquisimeto	Venezuela	Asian	25/03/2016	VE	SA	South America	862	Human	Homo_sapiens;_lactating_female_with_acute_symptoms	10808	2016-03-25	2016	Venezuela	KX702400_Venezuela_2016-03-25	yes	81	1	1	1	2	KX702400	ZB.2.0
279	KX806557	99.99	NA	Tonga	Tonga	Asian	2016-02	TO	OC	Polynesia	776	Human	Homo_sapiens	10807	2016-02	2016	Tonga	KX806557_Tonga_2016-02	yes	83	1	1	1	2	KX806557	ZB.2.0
280	KX811222	99.99	NA	Brazil:_Fortaleza	Brazil	Asian	14/06/2016	BR	SA	South America	76	NA	NA	10766	2016-06-14	2016	Brazil	KX811222_Brazil_2016-06-14	yes	84	1	1	1	2	KX811222	ZB.2.0
281	KX813683	99.99	NA	Singapore	Singapore	Asian	27/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10484	2016-08-27	2016	Singapore	KX813683_Singapore_2016-08-27	yes	85	5	11	5	11	KX813683	ZB.1.2
282	KX827268	99.99	27681699	Mexico	Mexico	Asian	01/01/2016	MX	NAM	Central America	484	Human	Homo_sapiens	10787	2016-01-01	2016	Mexico	KX827268_Mexico_2016-01-01	yes	86	1	1	1	1	KX827268	ZB.2.1
283	KX827309	99.99	NA	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10526	2016-08-28	2016	Singapore	KX827309_Singapore_2016-08-28	yes	87	5	11	5	11	KX827309	ZB.1.2
284	KX832731	99.99	28538723	USA:_Miami_Florida	USA	Asian	24/08/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10467	2016-08-24	2016	USA	KX832731_USA_2016-08-24	yes	88	1	2	2	3	KX832731	ZB.2.2
285	KX838905	99.99	28538723	USA:_Miami_Florida	USA	Asian	23/08/2016	US	NAM	Northern America	840	Mosquito	Aedes_aegypti	10608	2016-08-23	2016	USA	KX838905_USA_2016-08-23	yes	90	1	2	2	3	KX838905	ZB.2.2
286	KX838906	99.99	28538723	USA:_Miami_Florida	USA	Asian	23/08/2016	US	NAM	Northern America	840	Mosquito	Aedes_aegypti	10617	2016-08-23	2016	USA	KX838906_USA_2016-08-23	yes	91	1	2	2	4	KX838906	ZB.2.2
287	KX842449	99.99	28538723	USA:_Miami_Florida or Cuba	USA	Asian	22/06/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10390	2016-06-22	2016	USA	KX842449_USA_2016-06-22	yes	92	1	2	2	3	KX842449	ZB.2.2
288	KX856011	99.99	NA	Mexico:_Chiapas	Mexico	Asian	01/01/2016	MX	NAM	Central America	484	Mosquito	Aedes_sp.	10744	2016-01-01	2016	Mexico	KX856011_Mexico_2016-01-01	yes	93	1	1	1	1	KX856011	ZB.2.1
289	KX879603	99.99	28232448	Ecuador:_Esmeraldas	Ecuador	Asian	2016-04	EC	SA	South America	218	Human	Homo_sapiens	10812	2016-04	2016	Ecuador	KX879603_Ecuador_2016-04	yes	94	1	1	1	2	KX879603	ZB.2.0
290	KX879604	99.99	28232448	Ecuador:_Esmeraldas	Ecuador	Asian	2016-04	EC	SA	South America	218	Human	Homo_sapiens	10810	2016-04	2016	Ecuador	KX879604_Ecuador_2016-04	yes	95	1	1	1	2	KX879604	ZB.2.0
291	KX906952	99.99	NA	Honduras	Honduras	Asian	16/04/2016	HN	NAM	Central America	340	Human	Homo_sapiens	10745	2016-04-16	2016	Honduras	KX906952_Honduras_2016-04-16	yes	97	1	1	1	1	KX906952	ZB.2.1
292	KX922703	99.99	28538723	USA:_Miami_Florida	USA	Asian	19/07/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10365	2016-07-19	2016	USA	KX922703_USA_2016-07-19	yes	98	1	2	2	3	KX922703	ZB.2.2
293	KX922704	99.99	28538723	USA:_Miami_Florida	USA	Asian	02/08/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10609	2016-08-02	2016	USA	KX922704_USA_2016-08-02	yes	99	1	2	2	3	KX922704	ZB.2.2
294	KX922707	99.99	28538723	USA:_Florida	USA	Asian	17/08/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10609	2016-08-17	2016	USA	KX922707_USA_2016-08-17	yes	102	1	2	2	5	KX922707	ZB.2.2
295	KX922708	99.99	28538723	USA:_Miami_Florida	USA	Asian	04/09/2016	US	NAM	Northern America	840	Mosquito	Aedes_aegypti	10606	2016-09-04	2016	USA	KX922708_USA_2016-09-04	yes	103	1	2	2	4	KX922708	ZB.2.2
296	KY003153	99.99	NA	Dominican_Republic	Dominican Republic	Asian	2016-04	DO	NAM	Caribbean	214	Human	Homo_sapiens	10609	2016-04	2016	DominicanRepublic	KY003153_DominicanRepublic_2016-04	yes	104	1	1	1	2	KY003153	ZB.2.0
297	KY003154	99.99	NA	Dominican_Republic	Dominican Republic	Asian	2016-04	DO	NAM	Caribbean	214	Human	Homo_sapiens	10609	2016-04	2016	DominicanRepublic	KY003154_DominicanRepublic_2016-04	yes	105	1	1	1	2	KY003154	ZB.2.0
298	KY014296	99.99	28538734	Brazil:_Rio_de_Janeiro	Brazil	Asian	18/04/2016	BR	SA	South America	76	Human	Homo_sapiens	10788	2016-04-18	2016	Brazil	KY014296_Brazil_2016-04-18	yes	106	1	1	1	2	KY014296	ZB.2.0
299	KY014300	99.99	28538734	Dominican_Republic:_Distrito_Nacional	Dominican Republic	Asian	20/04/2016	DO	NAM	Caribbean	214	Human	Homo_sapiens	10753	2016-04-20	2016	DominicanRepublic	KY014300_DominicanRepublic_2016-04-20	yes	110	1	2	2	5	KY014300	ZB.2.2
300	KY014303	99.99	28538734	Dominican_Republic:_Distrito_Nacional	Dominican Republic	Asian	11/04/2016	DO	NAM	Caribbean	214	Human	Homo_sapiens	10739	2016-04-11	2016	DominicanRepublic	KY014303_DominicanRepublic_2016-04-11	yes	113	1	1	1	2	KY014303	ZB.2.0
301	KY014312	99.99	28538734	Honduras:_Francisco_Morazan	Honduras	Asian	13/05/2016	HN	NAM	Central America	340	Human	Homo_sapiens	10779	2016-05-13	2016	Honduras	KY014312_Honduras_2016-05-13	yes	119	1	1	1	1	KY014312	ZB.2.1
302	KY014314	99.99	28538734	Dominican_Republic:_Distrito_Nacional	Dominican Republic	Asian	14/06/2016	DO	NAM	Caribbean	214	Human	Homo_sapiens	10681	2016-06-14	2016	DominicanRepublic	KY014314_DominicanRepublic_2016-06-14	yes	121	1	2	2	5	KY014314	ZB.2.2
303	KY014317	99.99	28538734	Brazil:_Rio_de_Janeiro	Brazil	Asian	21/03/2016	BR	SA	South America	76	Human	Homo_sapiens	10752	2016-03-21	2016	Brazil	KY014317_Brazil_2016-03-21	yes	123	1	1	1	2	KY014317	ZB.2.0
304	KY014320	99.99	28538734	Brazil:_Rio_de_Janeiro	Brazil	Asian	23/03/2016	BR	SA	South America	76	Human	Homo_sapiens	10751	2016-03-23	2016	Brazil	KY014320_Brazil_2016-03-23	yes	126	1	1	1	2	KY014320	ZB.2.0
305	KY014324	99.99	28538734	USA:_Miami_FL	USA	Asian	22/08/2016	US	NAM	Northern America	840	Mosquito	Aedes_aegypti	10786	2016-08-22	2016	USA	KY014324_USA_2016-08-22	yes	127	1	2	2	3	KY014324	ZB.2.2
306	KY075932	99.99	28538723	USA:_Florida	USA	Asian	22/03/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10605	2016-03-22	2016	USA	KY075932_USA_2016-03-22	yes	129	1	1	1	2	KY075932	ZB.2.0
307	KY075933	99.99	28538723	USA:_Florida	USA	Asian	21/06/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10391	2016-06-21	2016	USA	KY075933_USA_2016-06-21	yes	130	1	1	1	2	KY075933	ZB.2.0
308	KY075934	99.99	28538723	USA:_Florida	USA	Asian	03/07/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10623	2016-07-03	2016	USA	KY075934_USA_2016-07-03	yes	131	1	1	1	2	KY075934	ZB.2.0
309	KY075935	99.99	28538723	USA:_Florida_Miami-Dade_County	USA	Asian	16/07/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10365	2016-07-16	2016	USA	KY075935_USA_2016-07-16	yes	132	1	2	2	3	KY075935	ZB.2.2
310	KY075936	99.99	28538723	USA:_Florida_Miami-Dade_County	USA	Asian	04/08/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10607	2016-08-04	2016	USA	KY075936_USA_2016-08-04	yes	133	1	2	2	3	KY075936	ZB.2.2
311	KY075937	99.99	28538723	USA:_Florida_Miami_Beach	USA	Asian	09/09/2016	US	NAM	Northern America	840	Mosquito	Aedes_aegypti	10608	2016-09-09	2016	USA	KY075937_USA_2016-09-09	yes	134	1	2	2	4	KY075937	ZB.2.2
312	KY075938	99.99	28538723	USA:_Florida_Miami_Beach	USA	Asian	20/09/2016	US	NAM	Northern America	840	Mosquito	Aedes_aegypti	10605	2016-09-20	2016	USA	KY075938_USA_2016-09-20	yes	135	1	2	2	3	KY075938	ZB.2.2
313	KY075939	99.99	28538723	USA:_Florida_Miami_Beach	USA	Asian	05/10/2016	US	NAM	Northern America	840	Mosquito	Aedes_aegypti	10636	2016-10-05	2016	USA	KY075939_USA_2016-10-05	yes	136	1	2	2	3	KY075939	ZB.2.2
314	KY120352	99.99	NA	Brazil	Brazil	Asian	22/03/2016	BR	SA	South America	76	Human	Homo_sapiens	10272	2016-03-22	2016	Brazil	KY120352_Brazil_2016-03-22	yes	138	1	1	1	2	KY120352	ZB.2.0
315	KY120353	99.99	NA	Philippines_Boracay	Philippines	Asian	28/04/2016	PH	AS	South-Eastern Asia	608	Human	Homo_sapiens	10272	2016-04-28	2016	Philippines	KY120353_Philippines_2016-04-28	yes	139	2	5	4	9	KY120353	ZB.1.1
316	KY126351	99.99	NA	Thailand	Thailand	Asian	2016-05	TH	AS	South-Eastern Asia	764	Human	Homo_sapiens	10499	2016-05	2016	Thailand	KY126351_Thailand_2016-05	yes	140	5	12	5	12	KY126351	ZB.1.2
317	KY241671	99.99	28527892	Singapore	Singapore	Asian	04/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10767	2016-09-04	2016	Singapore	KY241671_Singapore_2016-09-04	yes	141	5	11	5	11	KY241671	ZB.1.2
318	KY241673	99.99	28527892	Singapore	Singapore	Asian	04/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10740	2016-09-04	2016	Singapore	KY241673_Singapore_2016-09-04	yes	142	5	11	5	11	KY241673	ZB.1.2
